Simbolo,Descrizione,Prezzo,Prezzo - Valuta,Settore,Capitalizzazione di mercato,Capitalizzazione di mercato - Valuta,Borsa del mercato
MITK,"Mitek Systems, Inc.",13.03,USD,Servizi tecnologici,590471220,USD,
PRME,"Prime Medicine, Inc.",3.27,USD,Tecnologia sanitaria,590269823.9999999,USD,
IBTA,"Ibotta, Inc. Class A",22.16,USD,Servizi tecnologici,589075001,USD,
MBUU,"Malibu Boats, Inc. Class A",31.63,USD,Beni di consumo durevoli,588398192.0000001,USD,
GOGO,Gogo Inc.,4.39,USD,Comunicazione,587620533.0000001,USD,
NTGR,"NETGEAR, Inc.",20.87,USD,Servizi tecnologici,586721457,USD,
CASS,"Cass Information Systems, Inc.",44.71,USD,Servizi commerciali,584998105,USD,
CMCL,Caledonia Mining Corporation PLC,30.22,USD,Minerali non energetici,583639644.9999999,USD,
RR,Richtech Robotics Inc. Class B,2.61,USD,Beni di consumo durevoli,583585440.9999999,USD,
TCBX,Third Coast Bancshares Inc,41.94,USD,Finanza,582759540,USD,
SCVL,"Shoe Carnival, Inc.",21.28,USD,Vendita al dettaglio,582539369,USD,
TDUP,"thredUP, Inc. Class A",4.64,USD,Vendita al dettaglio,580659619.0000001,USD,
BWMN,"Bowman Consulting Group, Ltd.",33.42,USD,Servizi industriali,580609936,USD,
BHB,"Bar Harbor Bankshares, Inc.",34.74,USD,Finanza,579761017.0000001,USD,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",25.11,USD,Vendita al dettaglio,578361014.9999999,USD,
LE,"Lands' End, Inc.",18.92,USD,Vendita al dettaglio,578026233,USD,
GDYN,"Grid Dynamics Holdings, Inc. Class A",6.81,USD,Servizi tecnologici,577523450.0000001,USD,
AROW,Arrow Financial Corporation,35.12,USD,Finanza,577458945,USD,
DSGN,"Design Therapeutics, Inc.",10.11,USD,Tecnologia sanitaria,575903558.9999999,USD,
EBS,Emergent BioSolutions Inc.,10.93,USD,Tecnologia sanitaria,574043246,USD,
CLNE,Clean Energy Fuels Corp.,2.61,USD,Utenze,572375574,USD,
BXC,BlueLinx Holdings Inc.,72.74,USD,Servizi di distribuzione,572104298,USD,
SSTK,"Shutterstock, Inc.",16.05,USD,Servizi tecnologici,570525357,USD,
CODI,Compass Diversified Holdings,7.57,USD,Finanza,569536302,USD,
VREX,Varex Imaging Corporation,13.59,USD,Tecnologia sanitaria,569421027,USD,
GTN,"Gray Media, Inc.",4.87,USD,Servizi al consumatore,566951039.0000001,USD,
CTKB,"Cytek Biosciences, Inc.",4.43,USD,Tecnologia sanitaria,566441175.0000001,USD,
NFBK,"Northfield Bancorp, Inc.",13.54,USD,Finanza,565482543,USD,
PFIS,Peoples Financial Services Corp.,56.44,USD,Finanza,564094904,USD,
CCSI,"Consensus Cloud Solutions, Inc.",29.87,USD,Servizi tecnologici,563615093,USD,
FFIC,Flushing Financial Corporation,16.68,USD,Finanza,563424366,USD,
NRIM,"Northrim BanCorp, Inc.",25.48,USD,Finanza,562870204,USD,
EHAB,"Enhabit, Inc",11.09,USD,Servizi sanitari,561232467,USD,
BDN,Brandywine Realty Trust,3.22,USD,Finanza,559310900,USD,
DNA,"Ginkgo Bioworks Holdings, Inc. Class A",9.22,USD,Servizi sanitari,558641825,USD,
EVER,"EverQuote, Inc. Class A",15.49,USD,Servizi tecnologici,556957202,USD,
SMC,Summit Midstream Corporation,29.58,USD,Servizi industriali,555702341,USD,
REAX,Real Brokerage Inc.,2.63,USD,Servizi commerciali,554667008,USD,
ORN,"Orion Group Holdings, Inc.",13.89,USD,Servizi industriali,554224599,USD,
CRMD,CorMedix Inc.,7.03,USD,Tecnologia sanitaria,553887019,USD,
MGPI,"MGP Ingredients, Inc.",25.93,USD,Industrie di trasformazione,552161603,USD,
BLMN,"Bloomin' Brands, Inc.",6.47,USD,Servizi al consumatore,551354583,USD,
OFIX,"Orthofix Medical, Inc.",13.87,USD,Tecnologia sanitaria,549247265,USD,
CMCO,Columbus McKinnon Corporation,19.1,USD,Filiera di fabbricazione,548921875,USD,
ALT,"Altimmune, Inc.",4.38,USD,Tecnologia sanitaria,548514046,USD,
CLMB,"Climb Global Solutions, Inc.",118.5,USD,Servizi di distribuzione,546693322,USD,
UNTY,"Unity Bancorp, Inc.",54.25,USD,Finanza,544639834.9999999,USD,
VTEX,VTEX Class A,3.04,USD,Servizi tecnologici,540164214,USD,
ACNB,ACNB Corporation,51.8,USD,Finanza,537933223,USD,
EGY,"VAALCO Energy, Inc.",5.15,USD,Minerali energetici,536929984,USD,
PLAY,"Dave & Buster's Entertainment, Inc.",15.41,USD,Servizi al consumatore,534422914,USD,
SWBI,"Smith & Wesson Brands, Inc.",12.01,USD,Tecnologia elettronica,534369919.99999994,USD,
RPAY,Repay Holdings Corp. Class A,3.27,USD,Servizi commerciali,533517045.0000001,USD,
BWB,"Bridgewater Bancshares, Inc.",19.33,USD,Finanza,533212868.99999994,USD,
TREE,"LendingTree, Inc.",38.95,USD,Finanza,532473629.99999994,USD,
GRPN,"Groupon, Inc.",13.06,USD,Vendita al dettaglio,532257790,USD,
KRNY,Kearny Financial Corp.,8.21,USD,Finanza,531508431.9999999,USD,
ACIC,American Coastal Insurance Corporation,10.89,USD,Finanza,531054141.99999994,USD,
BTBT,"Bit Digital, Inc.",1.64,USD,Servizi commerciali,530826725.00000006,USD,
INN,"Summit Hotel Properties, Inc.",4.34,USD,Finanza,528665402,USD,
RMR,"RMR Group, Inc. Class A",16.49,USD,Finanza,528639316,USD,
FFWM,"First Foundation, Inc.",6.36,USD,Finanza,527144791.0000001,USD,
SXC,"SunCoke Energy, Inc.",6.22,USD,Minerali non energetici,526619420.00000006,USD,
CRD.A,Crawford & Company Class A,10.83,USD,Finanza,525873467,USD,
CEVA,"CEVA, Inc.",19.46,USD,Tecnologia elettronica,525766463.00000006,USD,
LEGH,Legacy Housing Corporation,21.9,USD,Beni di consumo durevoli,522725106,USD,
JOUT,Johnson Outdoors Inc. Class A,50.5,USD,Beni di consumo durevoli,522341538,USD,
VLGEA,"Village Super Market, Inc. Class A",39.2,USD,Vendita al dettaglio,521634151,USD,
RYAM,Rayonier Advanced Materials Inc,7.76,USD,Industrie di trasformazione,519963412,USD,
DNUT,"Krispy Kreme, Inc.",3.03,USD,Servizi di distribuzione,519039004,USD,
KFRC,Kforce Inc.,28.54,USD,Servizi commerciali,517744178,USD,
FPI,Farmland Partners Inc,11.89,USD,Finanza,517665497.99999994,USD,
EBF,"Ennis, Inc.",20.46,USD,Servizi commerciali,517492010.00000006,USD,
MLAB,"Mesa Laboratories, Inc.",93.365,USD,Tecnologia sanitaria,515824170,USD,
HLLY,Holley Inc.,4.28,USD,Filiera di fabbricazione,515782377,USD,
PKE,Park Aerospace Corp.,25.85,USD,Tecnologia elettronica,515081897,USD,
CBNK,"Capital Bancorp, Inc.",31.15,USD,Finanza,514624862.99999994,USD,
MTW,"Manitowoc Company, Inc.",14.46,USD,Filiera di fabbricazione,512945643.0000001,USD,
FMNB,Farmers National Banc Corp.,13.6,USD,Finanza,512083303.00000006,USD,
MAX,"MediaAlpha, Inc. Class A",7.84,USD,Servizi tecnologici,510947259,USD,
MSBI,"Midland States Bancorp, Inc.",23.64,USD,Finanza,509482685,USD,
SATL,Satellogic Inc. Class A,3.56,USD,Tecnologia elettronica,508605551.00000006,USD,
AIOT,"PowerFleet, Inc.",3.79,USD,Tecnologia elettronica,508418178,USD,
ASST,"Strive, Inc. Class A",8.15,USD,Varie,508330501.00000006,USD,
KRT,"Karat Packaging, Inc.",25.27,USD,Industrie di trasformazione,507914535,USD,
ADCT,ADC Therapeutics Ltd,4.1,USD,Tecnologia sanitaria,507896122,USD,
ORGO,"Organogenesis Holdings, Inc. Class A",3.99,USD,Tecnologia sanitaria,506379439,USD,
BSRR,Sierra Bancorp,37.54,USD,Finanza,506131490,USD,
APPS,"Digital Turbine, Inc.",4.21,USD,Servizi tecnologici,504778722.00000006,USD,
OLP,"One Liberty Properties, Inc.",23.3,USD,Finanza,504332272,USD,
ASIX,"Advansix, Inc.",18.77,USD,Industrie di trasformazione,504237943,USD,
RSVR,"Reservoir Media, Inc.",7.64,USD,Servizi commerciali,501185670,USD,
SFST,"Southern First Bancshares, Inc.",60.72,USD,Finanza,498895426,USD,
FTK,"Flotek Industries, Inc.",16.57,USD,Servizi industriali,498058121,USD,
IHRT,"iHeartMedia, Inc. Class A",3.61,USD,Servizi al consumatore,497367338,USD,
MLR,"Miller Industries, Inc.",43.5,USD,Beni di consumo durevoli,497266577,USD,
ZVRA,"Zevra Therapeutics, Inc.",8.8,USD,Tecnologia sanitaria,495418318,USD,
KLC,KinderCare Learning Companies Inc,4.18,USD,Servizi al consumatore,494571551,USD,
MAGN,Magnera Corporation,13.76,USD,Industrie di trasformazione,493984029.00000006,USD,
KROS,"Keros Therapeutics, Inc.",16.2,USD,Tecnologia sanitaria,493550329,USD,
CYH,"Community Health Systems, Inc.",3.56,USD,Servizi sanitari,493507654,USD,
GOSS,"Gossamer Bio, Inc.",2.13,USD,Tecnologia sanitaria,493001845,USD,
MCS,Marcus Corporation,16.39,USD,Servizi al consumatore,491950705,USD,
EU,enCore Energy Corp.,2.62,USD,Minerali non energetici,490593746.60941833,USD,
AHH,"Armada Hoffler Properties, Inc.",6.11,USD,Finanza,489737217,USD,
CHCT,Community Healthcare Trust Incorporated,17.04,USD,Finanza,486863372,USD,
PACB,"Pacific Biosciences of California, Inc.",1.61,USD,Tecnologia sanitaria,486070982.99999994,USD,
HBCP,"Home Bancorp, Inc.",62.03,USD,Finanza,485579767,USD,
PRTA,Prothena Corp. Plc,9.02,USD,Tecnologia sanitaria,485546435,USD,
CARE,"Carter Bankshares, Inc.",21.9,USD,Finanza,483706292.00000006,USD,
SIGA,SIGA Technologies Inc,6.75,USD,Tecnologia sanitaria,483376310.00000006,USD,
GLRE,"Greenlight Capital Re, Ltd. Class A",14.15,USD,Finanza,482504061.99999994,USD,
GMRE,"Global Medical REIT, Inc.",35.98,USD,Finanza,482396741,USD,
AQST,"Aquestive Therapeutics, Inc.",3.95,USD,Tecnologia sanitaria,481912300.99999994,USD,
FBIZ,"First Business Financial Services, Inc.",57.86,USD,Finanza,481641564,USD,
ETON,"Eton Pharmaceuticals, Inc.",17.93,USD,Tecnologia sanitaria,480838417.99999994,USD,
NPCE,"NeuroPace, Inc.",14.34,USD,Tecnologia sanitaria,477632931,USD,
WEST,Westrock Coffee Company,4.93,USD,Beni di consumo non durevoli,477346767,USD,
TITN,Titan Machinery Inc.,20.41,USD,Servizi di distribuzione,476985255.99999994,USD,
NGS,"Natural Gas Services Group, Inc.",37.83,USD,Filiera di fabbricazione,475482164,USD,
BAND,Bandwidth Inc. Class A,15.12,USD,Servizi tecnologici,474570258,USD,
FEIM,"Frequency Electronics, Inc.",48.53,USD,Tecnologia elettronica,474509198.00000006,USD,
GBFH,GBank Financial Holdings Inc,32.97,USD,Finanza,473980461,USD,
CVGW,"Calavo Growers, Inc.",26.45,USD,Industrie di trasformazione,472769397.00000006,USD,
YORW,York Water Company,32.73,USD,Utenze,472447069.00000006,USD,
CIVB,"Civista Bancshares, Inc.",24.43,USD,Finanza,471813653.99999994,USD,
NATR,"Nature's Sunshine Products, Inc.",26.88,USD,Tecnologia sanitaria,470280681.00000006,USD,
WNC,Wabash National Corporation,11.61,USD,Filiera di fabbricazione,469467004.99999994,USD,
CWBC,Community West Bancshares,24.46,USD,Finanza,468663423.0000001,USD,
CTGO,"Contango ORE, Inc.",27.82,USD,Minerali non energetici,467969106,USD,
MG,"Mistras Group, Inc.",14.83,USD,Servizi industriali,467859105,USD,
OBT,"Orange County Bancorp, Inc.",35,USD,Finanza,467835908,USD,
ABAT,American Battery Technology Co.,3.55,USD,Minerali non energetici,467567809.00000006,USD,
SFIX,"Stitch Fix, Inc. Class A",3.48,USD,Vendita al dettaglio,467012481,USD,
DIN,"Dine Brands Global, Inc.",32.33,USD,Servizi al consumatore,466318226.99999994,USD,
IMXI,"International Money Express, Inc.",15.69,USD,Servizi commerciali,466286876,USD,
TRC,Tejon Ranch Co.,17.24,USD,Finanza,463651782,USD,
DHIL,"Diamond Hill Investment Group, Inc.",171.22,USD,Finanza,463249409.99999994,USD,
PACK,Ranpak Holdings Corp Class A,5.49,USD,Industrie di trasformazione,463223506,USD,
CERS,Cerus Corporation,2.41,USD,Tecnologia sanitaria,462930877.00000006,USD,
ANGO,"AngioDynamics, Inc.",11.22,USD,Tecnologia sanitaria,462459106.00000006,USD,
FRPH,FRP Holdings Inc,24.19,USD,Finanza,462404497,USD,
ALLO,"Allogene Therapeutics, Inc.",2.05,USD,Tecnologia sanitaria,460696762,USD,
FDMT,"4D Molecular Therapeutics, Inc.",9.02,USD,Tecnologia sanitaria,460091043,USD,
LXEO,"Lexeo Therapeutics, Inc.",6.29,USD,Tecnologia sanitaria,459090288,USD,
FVR,"FrontView REIT, Inc.",16.22,USD,Finanza,457736140,USD,
ZUMZ,Zumiez Inc.,26.77,USD,Vendita al dettaglio,453740193,USD,
CMDB,Costamare Bulkers Holdings Limited,18.62,USD,Trasporti,452493779,USD,
BETR,Better Home & Finance Holding Company Class A,28.77,USD,Finanza,451592274.99999994,USD,
PRTH,"Priority Technology Holdings, Inc.",5.51,USD,Servizi tecnologici,451112352.00000006,USD,
LVWR,"LiveWire Group, Inc.",2.21,USD,Beni di consumo durevoli,450815120.99999994,USD,
GEVO,"Gevo, Inc.",1.86,USD,Industrie di trasformazione,450694385,USD,
IPI,"Intrepid Potash, Inc.",33.54,USD,Minerali non energetici,450339291,USD,
MEC,"Mayville Engineering Company, Inc.",22.12,USD,Filiera di fabbricazione,449442337,USD,
VSTM,"Verastem, Inc.",5.93,USD,Tecnologia sanitaria,446646364.00000006,USD,
COFS,"ChoiceOne Financial Services, Inc.",29.72,USD,Finanza,446505310,USD,
CLFD,"Clearfield, Inc.",32.52,USD,Tecnologia elettronica,445049587,USD,
SLDB,Solid Biosciences Inc.,5.71,USD,Tecnologia sanitaria,444867474,USD,
CAL,"Caleres, Inc.",13.08,USD,Vendita al dettaglio,443353938.00000006,USD,
EB,"Eventbrite, Inc. Class A",4.41,USD,Servizi tecnologici,442914704,USD,
BLND,"Blend Labs, Inc. Class A",1.7,USD,Servizi tecnologici,441569780,USD,
CDZI,Cadiz Inc.,5.31,USD,Finanza,441314504.00000006,USD,
ULH,"Universal Logistics Holdings, Inc.",16.75,USD,Trasporti,441028488.99999994,USD,
KREF,"KKR Real Estate Finance Trust, Inc.",6.81,USD,Finanza,440413125,USD,
DMAC,DiaMedica Therapeutics Inc.,8.42,USD,Tecnologia sanitaria,438492035,USD,
BMRC,Bank of Marin Bancorp,27.19,USD,Finanza,437614482.99999994,USD,
UPB,"Upstream Bio, Inc.",8.08,USD,Tecnologia sanitaria,436631799,USD,
NPWR,NET Power Inc. Class A,1.96,USD,Filiera di fabbricazione,435398477,USD,
LAB,Standard BioTools Inc.,1.13,USD,Tecnologia sanitaria,434558899,USD,
RPD,Rapid7 Inc.,6.57,USD,Servizi tecnologici,432917758.00000006,USD,
OSPN,OneSpan Inc.,11.38,USD,Servizi tecnologici,432748658.00000006,USD,
CBAN,"Colony Bankcorp, Inc.",20.29,USD,Finanza,431657223,USD,
TRDA,Entrada Therapeutics Inc,11.29,USD,Tecnologia sanitaria,431495112.99999994,USD,
WTBA,"West Bancorporation, Inc.",25.46,USD,Finanza,431312357.00000006,USD,
HVT,"Haverty Furniture Companies, Inc.",26.18,USD,Vendita al dettaglio,429366843.00000006,USD,
SBC,SBC Medical Group Holdings Incorporated,4.17,USD,Servizi commerciali,427745858,USD,
ATNI,"ATN International, Inc.",28.02,USD,Comunicazione,427512102.00000006,USD,
HELE,Helen of Troy Limited,18.52,USD,Beni di consumo durevoli,427295367,USD,
PTLO,"Portillo's, Inc. Class A",5.66,USD,Servizi al consumatore,426620491,USD,
KIDS,OrthoPediatrics Corp.,16.96,USD,Tecnologia sanitaria,425311488,USD,
CZNC,Citizens & Northern Corporation,23.84,USD,Finanza,424396637,USD,
FRBA,First Bank,16.88,USD,Finanza,424268705,USD,
WEAV,"Weave Communications, Inc.",5.42,USD,Servizi tecnologici,422899608,USD,
CYRX,"CryoPort, Inc.",8.44,USD,Trasporti,422581503.99999994,USD,
BGS,"B&G Foods, Inc.",5.28,USD,Beni di consumo non durevoli,422278804.99999994,USD,
CLPT,"ClearPoint Neuro, Inc.",14.15,USD,Tecnologia sanitaria,420938549,USD,
PRAA,"PRA Group, Inc.",10.78,USD,Servizi commerciali,420586453,USD,
SPT,"Sprout Social, Inc. Class A",7.09,USD,Servizi tecnologici,419794298.00000006,USD,
NUS,"Nu Skin Enterprises, Inc. Class A",8.71,USD,Beni di consumo non durevoli,419184634,USD,
LXFR,Luxfer Holdings PLC,15.65,USD,Minerali non energetici,418191620,USD,
KOPN,Kopin Corporation,2.29,USD,Tecnologia elettronica,418018465,USD,
LTBR,Lightbridge Corporation,12.88,USD,Industrie di trasformazione,416942836,USD,
NC,"NACCO Industries, Inc. Class A",55.77,USD,Minerali energetici,416052833,USD,
NATH,"Nathan's Famous, Inc.",101.2,USD,Servizi al consumatore,414353791,USD,
VHI,"Valhi, Inc.",14.63,USD,Industrie di trasformazione,414062561.00000006,USD,
BSVN,Bank7 Corp.,43.66,USD,Finanza,412735011,USD,
RGNX,"REGENXBIO, Inc.",8.14,USD,Tecnologia sanitaria,412071929.00000006,USD,
ITIC,Investors Title Company,217.8,USD,Finanza,411113614,USD,
RXT,"Rackspace Technology, Inc.",1.68,USD,Servizi tecnologici,409234770.00000006,USD,
RCKT,"Rocket Pharmaceuticals, Inc.",3.78,USD,Tecnologia sanitaria,409080023,USD,
LAND,Gladstone Land Corp.,10.91,USD,Finanza,406581114,USD,
ISTR,Investar Holding Corp,29.49,USD,Finanza,405952525,USD,
MOV,"Movado Group, Inc.",25.81,USD,Beni di consumo durevoli,404762796,USD,
XPOF,"Xponential Fitness, Inc. Class A",8.29,USD,Servizi al consumatore,404195543,USD,
ALIT,"Alight, Inc. Class A",0.7539,USD,Servizi tecnologici,401979158,USD,
ACTG,Acacia Research Corporation,4.16,USD,Servizi commerciali,401275137,USD,
PDLB,Ponce Financial Group Inc,16.7,USD,Finanza,400818811,USD,
TECX,Tectonic Therapeutic Inc,21.37,USD,Servizi commerciali,399966919,USD,
MYGN,"Myriad Genetics, Inc.",4.29,USD,Tecnologia sanitaria,399886865,USD,
ABSI,Absci Corporation,2.65,USD,Tecnologia sanitaria,398484584.99999994,USD,
RNGR,"Ranger Energy Services, Inc. Class A",16.89,USD,Servizi industriali,397764337,USD,
WTI,"W&T Offshore, Inc.",2.67,USD,Minerali energetici,397235193,USD,
USNA,"USANA Health Sciences, Inc.",21.67,USD,Tecnologia sanitaria,396146174,USD,
IBEX,IBEX Ltd,29.55,USD,Servizi commerciali,396133091,USD,
TCI,"Transcontinental Realty Investors, Inc.",45.4,USD,Finanza,392224985,USD,
ENTA,"Enanta Pharmaceuticals, Inc.",13.51,USD,Tecnologia sanitaria,392051349.00000006,USD,
NEXN,Nexxen International Ltd.,6.14,USD,Servizi tecnologici,391853572,USD,
BRBS,"Blue Ridge Bankshares, Inc.",4.26,USD,Finanza,389741724,USD,
ILPT,Industrial Logistics Properties Trust,5.84,USD,Finanza,389254287,USD,
GCBC,"Greene County Bancorp, Inc.",22.85,USD,Finanza,389063043.99999994,USD,
PKOH,Park-Ohio Holdings Corp.,27.01,USD,Filiera di fabbricazione,389057641,USD,
SRTA,"Strata Critical Medical, Inc. Class A",4.5,USD,Servizi sanitari,388649357.00000006,USD,
NAGE,"Niagen Bioscience, Inc.",4.86,USD,Tecnologia sanitaria,387857837,USD,
SABR,Sabre Corporation,0.9776,USD,Servizi tecnologici,386313334,USD,
CTEV,Claritev Corporation Class A,23.27,USD,Servizi tecnologici,384551750.00000006,USD,
BOC,Boston Omaha Corp. Class A,12.22,USD,Servizi commerciali,384360986.00000006,USD,
FMAO,"Farmers & Merchants Bancorp, Inc.",27.82,USD,Finanza,382523457,USD,
BWFG,"Bankwell Financial Group, Inc.",48.51,USD,Finanza,382134739.00000006,USD,
AVXL,Anavex Life Sciences Corp.,4.12,USD,Tecnologia sanitaria,381807643,USD,
ACCO,ACCO Brands Corporation,4.22,USD,Filiera di fabbricazione,380374455.00000006,USD,
OFLX,"Omega Flex, Inc.",37.55,USD,Filiera di fabbricazione,379041791,USD,
CTRN,"Citi Trends, Inc.",45.41,USD,Vendita al dettaglio,378958240,USD,
VOXR,Vox Royalty Corp,5.55,USD,Minerali non energetici,378892510,USD,
HCKT,"Hackett Group, Inc.",13.96,USD,Servizi commerciali,378746158.99999994,USD,
RBB,RBB Bancorp,22.2,USD,Finanza,378441103.99999994,USD,
HPP,"Hudson Pacific Properties, Inc.",6.37,USD,Finanza,376845188,USD,
GNE,Genie Energy Ltd. Class B,14.21,USD,Utenze,376488686,USD,
MCFT,"Mastercraft Boat Holdings, Inc.",23.29,USD,Beni di consumo durevoli,375798741,USD,
STRT,STRATTEC SECURITY CORPORATION,89.8,USD,Filiera di fabbricazione,375344043,USD,
DBI,Designer Brands Inc. Class A,7.56,USD,Vendita al dettaglio,375250953.99999994,USD,
NEWT,"NewtekOne, Inc.",12.97,USD,Finanza,374668221,USD,
MNPR,Monopar Therapeutics Inc,55.41,USD,Tecnologia sanitaria,370281968,USD,
QUAD,"Quad/Graphics, Inc. Class A",7.03,USD,Servizi commerciali,367681587.99999994,USD,
RBBN,"Ribbon Communications, Inc.",2.08,USD,Servizi tecnologici,367327141.99999994,USD,
PLBC,Plumas Bancorp,52.73,USD,Finanza,366764248,USD,
BNTC,Benitec Biopharma Inc,10.64,USD,Tecnologia sanitaria,365530145.00000006,USD,
OPAL,OPAL Fuels Inc. Class A,2.1,USD,Industrie di trasformazione,364129934,USD,
AVIR,"Atea Pharmaceuticals, Inc.",4.65,USD,Tecnologia sanitaria,363289630,USD,
ANGI,Angi Inc Class A,8.41,USD,Servizi tecnologici,362896318,USD,
LENZ,"LENZ Therapeutics, Inc.",11.59,USD,Tecnologia sanitaria,362650739.99999994,USD,
CLDT,Chatham Lodging Trust,7.47,USD,Finanza,362414501,USD,
PBFS,"Pioneer Bancorp, Inc.",14.45,USD,Finanza,362413904,USD,
MVBF,MVB Financial Corp.,28.45,USD,Finanza,361940749.99999994,USD,
KFS,Kingsway Financial Services Inc,12.47,USD,Finanza,361083223,USD,
PSFE,Paysafe Ltd,6.27,USD,Servizi commerciali,360292538,USD,
BBBY,"Bed Bath & Beyond, Inc.",5.23,USD,Vendita al dettaglio,360277700,USD,
SVC,Service Properties Trust,2.14,USD,Finanza,359704479,USD,
ONIT,Onity Group Inc.,42.15,USD,Finanza,359186971.00000006,USD,
ASLE,AerSale Corporation,7.58,USD,Servizi di distribuzione,357662394,USD,
AMCX,AMC Networks Inc. Class A,8.35,USD,Servizi al consumatore,356662596.00000006,USD,
CRNC,Cerence Inc.,7.92,USD,Servizi tecnologici,356543210,USD,
RXST,"RxSight, Inc.",8.63,USD,Tecnologia elettronica,354836625,USD,
RLGT,"Radiant Logistics, Inc.",7.57,USD,Trasporti,354476930,USD,
HYLN,Hyliion Holdings Corp. Class A,2.01,USD,Filiera di fabbricazione,353708196,USD,
AII,"American Integrity Insurance Group, Inc.",18.06,USD,Finanza,353557089.99999994,USD,
TARA,"Protara Therapeutics, Inc.",6.84,USD,Tecnologia sanitaria,353154251,USD,
USCB,"USCB Financial Holdings, Inc. Class A",19.49,USD,Finanza,352971380.00000006,USD,
LZM,Lifezone Metals Limited,4.19,USD,Minerali non energetici,351056229,USD,
ACRS,"Aclaris Therapeutics, Inc.",3.24,USD,Tecnologia sanitaria,351038596,USD,
KELYA,"Kelly Services, Inc. Class A",9.85,USD,Servizi commerciali,349112636,USD,
SITC,SITE Centers Corp.,6.65,USD,Finanza,348874575,USD,
NFE,New Fortress Energy Inc. Class A,1.22,USD,Utenze,347154456,USD,
LNKB,"LINKBANCORP, Inc.",9.25,USD,Finanza,346552945.00000006,USD,
VALU,"Value Line, Inc.",36.85,USD,Servizi al consumatore,346016823.99999994,USD,
DCTH,"Delcath Systems, Inc.",9.78,USD,Tecnologia sanitaria,345368142,USD,
BBCP,"Concrete Pumping Holdings, Inc. Class A",6.79,USD,Servizi industriali,345308216,USD,
TTGT,"TechTarget, Inc.",4.77,USD,Servizi tecnologici,344193208.00000006,USD,
PBYI,"Puma Biotechnology, Inc.",6.83,USD,Tecnologia sanitaria,344171248,USD,
ELA,Envela Corporation,13.24,USD,Vendita al dettaglio,343756419,USD,
AURA,Aura Biosciences Inc,5.41,USD,Tecnologia sanitaria,343552677.00000006,USD,
OEC,Orion S.A.,6.08,USD,Industrie di trasformazione,342144096,USD,
FRST,Primis Financial Corp.,13.88,USD,Finanza,342064058,USD,
BMBL,"Bumble, Inc. Class A",3.03,USD,Servizi tecnologici,341599153,USD,
VNDA,Vanda Pharmaceuticals Inc.,5.76,USD,Tecnologia sanitaria,340462279,USD,
COSO,"CoastalSouth Bancshares, Inc.",25.17,USD,Finanza,340020271,USD,
ONTF,"ON24, Inc.",7.98,USD,Servizi tecnologici,339855538,USD,
CARL,"Carlsmed, Inc.",12.77,USD,Servizi tecnologici,339591458,USD,
MLP,"Maui Land & Pineapple Company, Inc.",17.12,USD,Finanza,337978069.99999994,USD,
NWFL,Norwood Financial Corp.,30.875,USD,Finanza,337593434.00000006,USD,
RM,Regional Management Corp.,34.6,USD,Finanza,336063031,USD,
FHTX,"Foghorn Therapeutics, Inc.",5.73,USD,Tecnologia sanitaria,335672570,USD,
WSBF,"Waterstone Financial, Inc.",18.16,USD,Finanza,335177640.99999994,USD,
LWAY,"Lifeway Foods, Inc.",21.98,USD,Beni di consumo non durevoli,334728196.00000006,USD,
NECB,NorthEast Community Bancorp Inc,23.77,USD,Finanza,333427496,USD,
GLSI,"Greenwich LifeSciences, Inc.",24.06,USD,Tecnologia sanitaria,333340199,USD,
PKBK,"Parke Bancorp, Inc.",28.5,USD,Finanza,330473245.00000006,USD,
BCML,BayCom Corp.,30.24,USD,Finanza,329548329,USD,
CMTG,"Claros Mortgage Trust, Inc.",2.35,USD,Finanza,329514085,USD,
SSP,E. W. Scripps Company Class A,3.71,USD,Servizi al consumatore,329455904,USD,
RMNI,Rimini Street Inc Class A,3.59,USD,Servizi tecnologici,329073757,USD,
PCB,PCB Bancorp,23.07,USD,Finanza,328995582,USD,
BYND,"Beyond Meat, Inc.",0.725,USD,Beni di consumo non durevoli,328838399,USD,
CBK,"Commercial Bancgroup, Inc.",26.73,USD,Finanza,327165654,USD,
AVBH,"Avidbank Holdings, Inc.",29.8,USD,Finanza,326333887,USD,
OOMA,Ooma Inc,11.81,USD,Comunicazione,325956015.99999994,USD,
LOCO,"El Pollo Loco Holdings, Inc.",10.86,USD,Servizi al consumatore,325310585,USD,
FSTR,L. B. Foster Company,31.29,USD,Filiera di fabbricazione,325197267,USD,
FNLC,"First Bancorp, Inc.",28.79,USD,Finanza,323004242,USD,
JACK,Jack in the Box Inc.,16.805,USD,Servizi al consumatore,319900262,USD,
XOMA,XOMA Royalty Corporation,25.81,USD,Tecnologia sanitaria,319607867,USD,
BKTI,BK Technologies Corp.,85.59,USD,Tecnologia elettronica,319442486,USD,
EGHT,"8x8, Inc.",2.29,USD,Servizi tecnologici,319039003,USD,
NCMI,"National CineMedia, Inc.",3.4,USD,Servizi commerciali,319025958,USD,
NVEC,NVE Corporation,65.91,USD,Tecnologia elettronica,318817618,USD,
SPIR,"Spire Global, Inc. Class A",9.21,USD,Servizi tecnologici,318735891,USD,
AVNW,"Aviat Networks, Inc.",24.7,USD,Tecnologia elettronica,318687052,USD,
